Timestamp,Nuclear,Coal,Co-Gen,IPP-Coal,LNG,IPP-LNG,Oil,Diesel,Hydro,Wind,Solar,Other_Renewable,Storage,Total_Generation,AirTemperature,WindSpeed,SunshineDuration
2025-07-23 15:40:00+08:00,0.0,0.0,1551.6,0.0,0.0,0.0,0.0,0.0,0.0,54.3,5803.738,41.6,61.3,7512.5380000000005,,,
2025-07-23 15:50:00+08:00,0.0,0.0,1619.4,0.0,0.0,0.0,0.0,0.0,0.0,60.2,5379.686,41.0,60.6,7160.886,,,
2025-07-23 16:00:00+08:00,0.0,0.0,1600.6,0.0,0.0,0.0,0.0,0.0,0.0,59.5,5019.851,40.6,59.3,6779.851,,,
2025-07-23 16:10:00+08:00,0.0,0.0,1593.8,0.0,0.0,0.0,0.0,0.0,0.0,39.300000000000004,4863.258,39.4,277.5,6813.258,,,
2025-07-23 16:20:00+08:00,0.0,0.0,1577.8,0.0,0.0,0.0,0.0,0.0,0.0,73.2,4516.0199999999995,41.0,267.7,6475.719999999999,,,
2025-07-23 16:30:00+08:00,0.0,0.0,1614.1,0.0,0.0,0.0,0.0,0.0,0.0,72.4,3995.078,39.6,250.5,5971.678,,,
2025-07-23 16:40:00+08:00,0.0,0.0,1598.7,0.0,0.0,0.0,0.0,0.0,0.0,83.2,3640.801,39.4,270.1,5632.201,,,
2025-07-23 16:50:00+08:00,0.0,0.0,1586.4,0.0,0.0,0.0,0.0,0.0,0.0,98.3,3156.0910000000003,37.0,266.2,5143.991,,,
2025-07-23 17:00:00+08:00,0.0,0.0,1617.3,0.0,0.0,0.0,0.0,0.0,0.0,95.5,2903.2129999999997,36.0,246.6,4898.613,,,
2025-07-23 17:10:00+08:00,0.0,0.0,1524.8,0.0,0.0,0.0,0.0,0.0,0.0,101.1,2679.1569999999997,37.0,272.8,4614.857,,,
2025-07-23 17:20:00+08:00,0.0,0.0,1575.5,0.0,0.0,0.0,0.0,0.0,0.0,117.3,2378.407,37.7,288.5,4397.407,,,
2025-07-23 17:30:00+08:00,0.0,0.0,1671.0,0.0,0.0,0.0,0.0,0.0,0.0,144.6,2095.635,36.9,278.4,4226.535,,,
2025-07-23 17:40:00+08:00,0.0,0.0,1617.9,0.0,0.0,0.0,0.0,0.0,0.0,132.79999999999998,1753.5710000000001,37.1,273.2,3814.571,,,
